Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Education","Distribution"
"Austria",2020,"Post Secondary",0.23
"Belgium",1990,"Post Secondary",0.15
"Belgium",1995,"Post Secondary",0.18
"Belgium",2000,"Post Secondary",0.2
"Belgium",2005,"Post Secondary",0.23
"Belgium",2010,"Post Secondary",0.26
"Belgium",2015,"Post Secondary",0.28
"Belgium",2020,"Post Secondary",0.31
"Bosnia and Herzegovina",1990,"Post Secondary",0.04
"Bosnia and Herzegovina",1995,"Post Secondary",0.05
"Bosnia and Herzegovina",2000,"Post Secondary",0.05
"Bosnia and Herzegovina",2005,"Post Secondary",0.06
"Bosnia and Herzegovina",2010,"Post Secondary",0.07
"Bosnia and Herzegovina",2015,"Post Secondary",0.08
"Bosnia and Herzegovina",2020,"Post Secondary",0.09
"Bulgaria",1990,"Post Secondary",0.1
"Bulgaria",1995,"Post Secondary",0.12
"Bulgaria",2000,"Post Secondary",0.13
"Bulgaria",2005,"Post Secondary",0.15
"Bulgaria",2010,"Post Secondary",0.16
"Bulgaria",2015,"Post Secondary",0.18
"Bulgaria",2020,"Post Secondary",0.19
"Belarus",1990,"Post Secondary",0.09
"Belarus",1995,"Post Secondary",0.1
"Belarus",2000,"Post Secondary",0.11
"Belarus",2005,"Post Secondary",0.13
"Belarus",2010,"Post Secondary",0.14
"Belarus",2015,"Post Secondary",0.16
"Belarus",2020,"Post Secondary",0.17
"Croatia",1990,"Post Secondary",0.08
"Croatia",1995,"Post Secondary",0.09
"Croatia",2000,"Post Secondary",0.1
"Croatia",2005,"Post Secondary",0.11
"Croatia",2010,"Post Secondary",0.12
"Croatia",2015,"Post Secondary",0.13
"Croatia",2020,"Post Secondary",0.14
"Czech Republic",1990,"Post Secondary",0.06
"Czech Republic",1995,"Post Secondary",0.09
"Czech Republic",2000,"Post Secondary",0.1
"Czech Republic",2005,"Post Secondary",0.11
"Czech Republic",2010,"Post Secondary",0.12
"Czech Republic",2015,"Post Secondary",0.13
"Czech Republic",2020,"Post Secondary",0.14
"Denmark",1990,"Post Secondary",0.13
"Denmark",1995,"Post Secondary",0.14
"Denmark",2000,"Post Secondary",0.16
"Denmark",2005,"Post Secondary",0.17
"Denmark",2010,"Post Secondary",0.18
"Denmark",2015,"Post Secondary",0.19
"Denmark",2020,"Post Secondary",0.21
"Estonia",1990,"Post Secondary",0.18
"Estonia",1995,"Post Secondary",0.2
"Estonia",2000,"Post Secondary",0.22
"Estonia",2005,"Post Secondary",0.24
"Estonia",2010,"Post Secondary",0.26
"Estonia",2015,"Post Secondary",0.28
"Estonia",2020,"Post Secondary",0.3
"Finland",1990,"Post Secondary",0.15
"Finland",1995,"Post Secondary",0.18
"Finland",2000,"Post Secondary",0.2
"Finland",2005,"Post Secondary",0.22
"Finland",2010,"Post Secondary",0.33
"Finland",2015,"Post Secondary",0.34
"Finland",2020,"Post Secondary",0.35
"France",1990,"Post Secondary",0.1
"France",1995,"Post Secondary",0.12
"France",2000,"Post Secondary",0.14
"France",2005,"Post Secondary",0.16
"France",2010,"Post Secondary",0.19
"France",2015,"Post Secondary",0.21
"France",2020,"Post Secondary",0.23
"Germany",1990,"Post Secondary",0.16
"Germany",1995,"Post Secondary",0.18
"Germany",2000,"Post Secondary",0.2
"Germany",2005,"Post Secondary",0.21
"Germany",2010,"Post Secondary",0.23
"Germany",2015,"Post Secondary",0.26
"Germany",2020,"Post Secondary",0.28
"Greece",1990,"Post Secondary",0.08
"Greece",1995,"Post Secondary",0.1
"Greece",2000,"Post Secondary",0.11
"Greece",2005,"Post Secondary",0.14
"Greece",2010,"Post Secondary",0.16
"Greece",2015,"Post Secondary",0.18
"Greece",2020,"Post Secondary",0.2
"Hungary",1990,"Post Secondary",0.07
"Hungary",1995,"Post Secondary",0.08
"Hungary",2000,"Post Secondary",0.09
"Hungary",2005,"Post Secondary",0.1
"Hungary",2010,"Post Secondary",0.11
"Hungary",2015,"Post Secondary",0.12
"Hungary",2020,"Post Secondary",0.13
"Iceland",1990,"Post Secondary",0.16
"Iceland",1995,"Post Secondary",0.18
"Iceland",2000,"Post Secondary",0.2
"Iceland",2005,"Post Secondary",0.22
"Iceland",2010,"Post Secondary",0.25
"Iceland",2015,"Post Secondary",0.27
"Iceland",2020,"Post Secondary",0.29
"Ireland",1990,"Post Secondary",0.16
"Ireland",1995,"Post Secondary",0.2
"Ireland",2000,"Post Secondary",0.24
"Ireland",2005,"Post Secondary",0.29
"Ireland",2010,"Post Secondary",0.32
"Ireland",2015,"Post Secondary",0.34
"Ireland",2020,"Post Secondary",0.37
"Italy",1990,"Post Secondary",0.05
"Italy",1995,"Post Secondary",0.06
"Italy",2000,"Post Secondary",0.07
"Italy",2005,"Post Secondary",0.08
"Italy",2010,"Post Secondary",0.09
"Italy",2015,"Post Secondary",0.1
"Italy",2020,"Post Secondary",0.11
"Latvia",1990,"Post Secondary",0.16
"Latvia",1995,"Post Secondary",0.18
"Latvia",2000,"Post Secondary",0.2
"Latvia",2005,"Post Secondary",0.22
"Latvia",2010,"Post Secondary",0.25
"Latvia",2015,"Post Secondary",0.27
"Latvia",2020,"Post Secondary",0.29
"Lithuania",1990,"Post Secondary",0.21
"Lithuania",1995,"Post Secondary",0.24
"Lithuania",2000,"Post Secondary",0.27
"Lithuania",2005,"Post Secondary",0.3
"Lithuania",2010,"Post Secondary",0.33
"Lithuania",2015,"Post Secondary",0.36
"Lithuania",2020,"Post Secondary",0.39
"Luxembourg",1990,"Post Secondary",0.13
"Luxembourg",1995,"Post Secondary",0.14
"Luxembourg",2000,"Post Secondary",0.15
"Luxembourg",2005,"Post Secondary",0.17
"Luxembourg",2010,"Post Secondary",0.18
"Luxembourg",2015,"Post Secondary",0.2
"Luxembourg",2020,"Post Secondary",0.22
"Malta",1990,"Post Secondary",0.07
"Malta",1995,"Post Secondary",0.09
"Malta",2000,"Post Secondary",0.11
"Malta",2005,"Post Secondary",0.13
"Malta",2010,"Post Secondary",0.16
"Malta",2015,"Post Secondary",0.19
"Malta",2020,"Post Secondary",0.21
"Republic of Moldova",1990,"Post Secondary",0.07
"Republic of Moldova",1995,"Post Secondary",0.07
"Republic of Moldova",2000,"Post Secondary",0.08
"Republic of Moldova",2005,"Post Secondary",0.09
"Republic of Moldova",2010,"Post Secondary",0.1
"Republic of Moldova",2015,"Post Secondary",0.11
"Republic of Moldova",2020,"Post Secondary",0.12
"Montenegro",1990,"Post Secondary",0.08
"Montenegro",1995,"Post Secondary",0.09
"Montenegro",2000,"Post Secondary",0.1
"Montenegro",2005,"Post Secondary",0.1
"Montenegro",2010,"Post Secondary",0.11
"Montenegro",2015,"Post Secondary",0.12
"Montenegro",2020,"Post Secondary",0.13
"Netherlands",1990,"Post Secondary",0.14
"Netherlands",1995,"Post Secondary",0.16
"Netherlands",2000,"Post Secondary",0.17
"Netherlands",2005,"Post Secondary",0.19
"Netherlands",2010,"Post Secondary",0.2
"Netherlands",2015,"Post Secondary",0.22
"Netherlands",2020,"Post Secondary",0.23
"Norway",1990,"Post Secondary",0.14
"Norway",1995,"Post Secondary",0.16
"Norway",2000,"Post Secondary",0.19
"Norway",2005,"Post Secondary",0.2
"Norway",2010,"Post Secondary",0.23
"Norway",2015,"Post Secondary",0.25
"Norway",2020,"Post Secondary",0.27
"Poland",1990,"Post Secondary",0.08
"Poland",1995,"Post Secondary",0.09
"Poland",2000,"Post Secondary",0.11
"Poland",2005,"Post Secondary",0.13
"Poland",2010,"Post Secondary",0.15
"Poland",2015,"Post Secondary",0.17
"Poland",2020,"Post Secondary",0.18
"Portugal",1990,"Post Secondary",0.05
"Portugal",1995,"Post Secondary",0.06
"Portugal",2000,"Post Secondary",0.07
"Portugal",2005,"Post Secondary",0.08
"Portugal",2010,"Post Secondary",0.1
"Portugal",2015,"Post Secondary",0.11
"Portugal",2020,"Post Secondary",0.12
"Romania",1990,"Post Secondary",0.07
"Romania",1995,"Post Secondary",0.08
"Romania",2000,"Post Secondary",0.09
"Romania",2005,"Post Secondary",0.1
"Romania",2010,"Post Secondary",0.11
"Romania",2015,"Post Secondary",0.12
"Romania",2020,"Post Secondary",0.12
"Russian Federation",1990,"Post Secondary",0.11
"Russian Federation",1995,"Post Secondary",0.12
"Russian Federation",2000,"Post Secondary",0.13
"Russian Federation",2005,"Post Secondary",0.15
"Russian Federation",2010,"Post Secondary",0.16
"Russian Federation",2015,"Post Secondary",0.17
"Russian Federation",2020,"Post Secondary",0.17
"Serbia",1990,"Post Secondary",0.07
"Serbia",1995,"Post Secondary",0.08
"Serbia",2000,"Post Secondary",0.09
"Serbia",2005,"Post Secondary",0.1
"Serbia",2010,"Post Secondary",0.11
"Serbia",2015,"Post Secondary",0.11
"Serbia",2020,"Post Secondary",0.12
"Slovakia",1990,"Post Secondary",0.07
"Slovakia",1995,"Post Secondary",0.07
"Slovakia",2000,"Post Secondary",0.08
"Slovakia",2005,"Post Secondary",0.09
"Slovakia",2010,"Post Secondary",0.11
"Slovakia",2015,"Post Secondary",0.11
"Slovakia",2020,"Post Secondary",0.12
"Slovenia",1990,"Post Secondary",0.08
"Slovenia",1995,"Post Secondary",0.1
"Slovenia",2000,"Post Secondary",0.11
"Slovenia",2005,"Post Secondary",0.12
"Slovenia",2010,"Post Secondary",0.14
"Slovenia",2015,"Post Secondary",0.15
"Slovenia",2020,"Post Secondary",0.16
"Spain",1990,"Post Secondary",0.06
"Spain",1995,"Post Secondary",0.09
"Spain",2000,"Post Secondary",0.11
"Spain",2005,"Post Secondary",0.14
"Spain",2010,"Post Secondary",0.16
"Spain",2015,"Post Secondary",0.18
"Spain",2020,"Post Secondary",0.2
"Sweden",1990,"Post Secondary",0.17
"Sweden",1995,"Post Secondary",0.19
"Sweden",2000,"Post Secondary",0.22
"Sweden",2005,"Post Secondary",0.24
"Sweden",2010,"Post Secondary",0.26
"Sweden",2015,"Post Secondary",0.29
"Sweden",2020,"Post Secondary",0.31
"Switzerland",1990,"Post Secondary",0.12
"Switzerland",1995,"Post Secondary",0.14
"Switzerland",2000,"Post Secondary",0.15
"Switzerland",2005,"Post Secondary",0.16
"Switzerland",2010,"Post Secondary",0.18
"Switzerland",2015,"Post Secondary",0.19
"Switzerland",2020,"Post Secondary",0.2
"Ukraine",1990,"Post Secondary",0.09
"Ukraine",1995,"Post Secondary",0.1
"Ukraine",2000,"Post Secondary",0.12
"Ukraine",2005,"Post Secondary",0.13
"Ukraine",2010,"Post Secondary",0.14
"Ukraine",2015,"Post Secondary",0.15
"Ukraine",2020,"Post Secondary",0.16
"The former Yugoslav Republic of Macedonia",1990,"Post Secondary",0.06
"The former Yugoslav Republic of Macedonia",1995,"Post Secondary",0.06
"The former Yugoslav Republic of Macedonia",2000,"Post Secondary",0.07
"The former Yugoslav Republic of Macedonia",2005,"Post Secondary",0.08
"The former Yugoslav Republic of Macedonia",2010,"Post Secondary",0.09
"The former Yugoslav Republic of Macedonia",2015,"Post Secondary",0.1
"The former Yugoslav Republic of Macedonia",2020,"Post Secondary",0.11
"United Kingdom of Great Britain and Northern Ireland",1990,"Post Secondary",0.13
"United Kingdom of Great Britain and Northern Ireland",1995,"Post Secondary",0.15
"United Kingdom of Great Britain and Northern Ireland",2000,"Post Secondary",0.16
"United Kingdom of Great Britain and Northern Ireland",2005,"Post Secondary",0.18
"United Kingdom of Great Britain and Northern Ireland",2010,"Post Secondary",0.2
"United Kingdom of Great Britain and Northern Ireland",2015,"Post Secondary",0.22
"United Kingdom of Great Britain and Northern Ireland",2020,"Post Secondary",0.24
"Channel Islands",1990,"Post Secondary",NA
"Channel Islands",1995,"Post Secondary",NA
"Channel Islands",2000,"Post Secondary",NA
"Channel Islands",2005,"Post Secondary",NA
"Channel Islands",2010,"Post Secondary",0.24
"Channel Islands",2015,"Post Secondary",0.25
"Channel Islands",2020,"Post Secondary",0.27
"Europe",1990,"Post Secondary",0.1
"Europe",1995,"Post Secondary",0.12
"Europe",2000,"Post Secondary",0.13
"Europe",2005,"Post Secondary",0.15
"Europe",2010,"Post Secondary",0.17
"Europe",2015,"Post Secondary",0.18
"Europe",2020,"Post Secondary",0.2
